Loading configuration... done.

Step #277.00 (2ms ~= 500.00*RT, ~82000.00UPS, vehicles TOT 175 ACT 164)       
Step #278.00 (1ms ~= 1000.00*RT, ~164000.00UPS, vehicles TOT 175 ACT 164)     
Step #279.00 (2ms ~= 500.00*RT, ~82000.00UPS, vehicles TOT 175 ACT 164)       
Step #280.00 (1ms ~= 1000.00*RT, ~164000.00UPS, vehicles TOT 175 ACT 164)     
Step #281.00 (1ms ~= 1000.00*RT, ~164000.00UPS, vehicles TOT 175 ACT 164)     
Step #282.00 (2ms ~= 500.00*RT, ~82000.00UPS, vehicles TOT 175 ACT 164)       
Step #283.00 (2ms ~= 500.00*RT, ~81500.00UPS, vehicles TOT 175 ACT 163)       
Step #284.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #285.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #286.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #287.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #288.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #289.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #290.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #291.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #292.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #293.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #294.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #295.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #296.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #297.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #298.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #299.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #300.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #301.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #302.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #303.00 (1ms ~= 1000.00*RT, ~162000.00UPS, vehicles TOT 175 ACT 162)     
Step #304.00 (2ms ~= 500.00*RT, ~81000.00UPS, vehicles TOT 175 ACT 162)       
Step #305.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #306.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #307.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #308.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #309.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #310.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #311.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #312.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #313.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #314.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #315.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #316.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #317.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #318.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #319.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #320.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #321.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #322.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #323.00 (1ms ~= 1000.00*RT, ~161000.00UPS, vehicles TOT 175 ACT 161)     
Step #324.00 (2ms ~= 500.00*RT, ~80500.00UPS, vehicles TOT 175 ACT 161)       
Step #325.00 (2ms ~= 500.00*RT, ~80000.00UPS, vehicles TOT 175 ACT 160)       
Step #326.00 (1ms ~= 1000.00*RT, ~160000.00UPS, vehicles TOT 175 ACT 160)     
Step #327.00 (2ms ~= 500.00*RT, ~80000.00UPS, vehicles TOT 175 ACT 160)       
Step #328.00 (2ms ~= 500.00*RT, ~79500.00UPS, vehicles TOT 175 ACT 159)       
Step #329.00 (1ms ~= 1000.00*RT, ~159000.00UPS, vehicles TOT 175 ACT 159)     
Step #330.00 (2ms ~= 500.00*RT, ~79500.00UPS, vehicles TOT 175 ACT 159)       
Step #331.00 (1ms ~= 1000.00*RT, ~159000.00UPS, vehicles TOT 175 ACT 159)     
Step #332.00 (2ms ~= 500.00*RT, ~79500.00UPS, vehicles TOT 175 ACT 159)       
Step #333.00 (1ms ~= 1000.00*RT, ~159000.00UPS, vehicles TOT 175 ACT 159)     
Step #334.00 (2ms ~= 500.00*RT, ~79500.00UPS, vehicles TOT 175 ACT 159)       
Step #335.00 (1ms ~= 1000.00*RT, ~159000.00UPS, vehicles TOT 175 ACT 159)     
Step #336.00 (2ms ~= 500.00*RT, ~79000.00UPS, vehicles TOT 175 ACT 158)       
Step #337.00 (2ms ~= 500.00*RT, ~79000.00UPS, vehicles TOT 175 ACT 158)       
Step #338.00 (1ms ~= 1000.00*RT, ~158000.00UPS, vehicles TOT 175 ACT 158)     
Step #339.00 (1ms ~= 1000.00*RT, ~158000.00UPS, vehicles TOT 175 ACT 158)     
Step #340.00 (2ms ~= 500.00*RT, ~79000.00UPS, vehicles TOT 175 ACT 158)       
Step #341.00 (1ms ~= 1000.00*RT, ~158000.00UPS, vehicles TOT 175 ACT 158)     
Step #342.00 (1ms ~= 1000.00*RT, ~158000.00UPS, vehicles TOT 175 ACT 158)     
Step #343.00 (2ms ~= 500.00*RT, ~79000.00UPS, vehicles TOT 175 ACT 158)       
Step #344.00 (1ms ~= 1000.00*RT, ~158000.00UPS, vehicles TOT 175 ACT 158)     
Step #345.00 (2ms ~= 500.00*RT, ~79000.00UPS, vehicles TOT 175 ACT 158)       
Step #346.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #347.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #348.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #349.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #350.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #351.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #352.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #353.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #354.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #355.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #356.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #357.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #358.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #359.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #360.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #361.00 (1ms ~= 1000.00*RT, ~157000.00UPS, vehicles TOT 175 ACT 157)     
Step #362.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #363.00 (2ms ~= 500.00*RT, ~78500.00UPS, vehicles TOT 175 ACT 157)       
Step #364.00 (2ms ~= 500.00*RT, ~78000.00UPS, vehicles TOT 175 ACT 156)       
Step #365.00 (1ms ~= 1000.00*RT, ~156000.00UPS, vehicles TOT 175 ACT 156)     
Step #366.00 (2ms ~= 500.00*RT, ~78000.00UPS, vehicles TOT 175 ACT 156)       
Step #367.00 (1ms ~= 1000.00*RT, ~156000.00UPS, vehicles TOT 175 ACT 156)     
Step #368.00 (2ms ~= 500.00*RT, ~78000.00UPS, vehicles TOT 175 ACT 156)       
Step #369.00 (2ms ~= 500.00*RT, ~77500.00UPS, vehicles TOT 175 ACT 155)       
Step #370.00 (1ms ~= 1000.00*RT, ~154000.00UPS, vehicles TOT 175 ACT 154)     
Step #371.00 (2ms ~= 500.00*RT, ~77000.00UPS, vehicles TOT 175 ACT 154)       
Step #372.00 (1ms ~= 1000.00*RT, ~154000.00UPS, vehicles TOT 175 ACT 154)     
Step #373.00 (1ms ~= 1000.00*RT, ~154000.00UPS, vehicles TOT 175 ACT 154)     
Step #374.00 (1ms ~= 1000.00*RT, ~154000.00UPS, vehicles TOT 175 ACT 154)     
Step #375.00 (2ms ~= 500.00*RT, ~77000.00UPS, vehicles TOT 175 ACT 154)       
Step #376.00 (1ms ~= 1000.00*RT, ~154000.00UPS, vehicles TOT 175 ACT 154)     
Step #377.00 (2ms ~= 500.00*RT, ~77000.00UPS, vehicles TOT 175 ACT 154)       
Step #378.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #379.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #380.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #381.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #382.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #383.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #384.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #385.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #386.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #387.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #388.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #389.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #390.00 (1ms ~= 1000.00*RT, ~153000.00UPS, vehicles TOT 175 ACT 153)     
Step #391.00 (2ms ~= 500.00*RT, ~76500.00UPS, vehicles TOT 175 ACT 153)       
Step #392.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #393.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #394.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #395.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #396.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #397.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #398.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #399.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #400.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #401.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #402.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #403.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #404.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #405.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #406.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #407.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #408.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #409.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #410.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #411.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #412.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #413.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #414.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #415.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #416.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #417.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #418.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #419.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #420.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #421.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #422.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #423.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #424.00 (2ms ~= 500.00*RT, ~76000.00UPS, vehicles TOT 175 ACT 152)       
Step #425.00 (1ms ~= 1000.00*RT, ~152000.00UPS, vehicles TOT 175 ACT 152)     
Step #426.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #427.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #428.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #429.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #430.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #431.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #432.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #433.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #434.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #435.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #436.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #437.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #438.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #439.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #440.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #441.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #442.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #443.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #444.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #445.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #446.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #447.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #448.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #449.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #450.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #451.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #452.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #453.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #454.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #455.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #456.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #457.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #458.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #459.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #460.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #461.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #462.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #463.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #464.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #465.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #466.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #467.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #468.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #469.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #470.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #471.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #472.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #473.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #474.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #475.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #476.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #477.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #478.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #479.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #480.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #481.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #482.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #483.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #484.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #485.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #486.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #487.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #488.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #489.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #490.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #491.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #492.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #493.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #494.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #495.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #496.00 (2ms ~= 500.00*RT, ~75500.00UPS, vehicles TOT 175 ACT 151)       
Step #497.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #498.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
Step #499.00 (1ms ~= 1000.00*RT, ~151000.00UPS, vehicles TOT 175 ACT 151)     
